ticker,year,record,pf,pa,expected,comp
sfo,2011,"
  Record: 13-3-0, 1st	NFC West Division
   (Schedule and Results)
",Points For: 380 (23.8/g) 11th of 32,Points Against: 229 (14.3/g) 2nd of 32,Expected W-L: 12.3-3.7,"SRS: 8.31 (4th of 32), 
  SOS: -1.13
"
sea,2011,"
  Record: 7-9-0, 3rd	NFC West Division
   (Schedule and Results)
",Points For: 321 (20.1/g) 23rd of 32,Points Against: 315 (19.7/g) 7th of 32,Expected W-L: 8.2-7.8,"SRS: .80 (17th of 32), 
  SOS: .42
"
tam,2011,"
  Record: 4-12-0, 4th	NFC South Division
   (Schedule and Results)
",Points For: 287 (17.9/g) 27th of 32,Points Against: 494 (30.9/g) 32nd of 32,Expected W-L: 3.5-12.5,"SRS: -10.61 (31st of 32), 
  SOS: 2.32
"
oti,2011,"
  Record: 9-7-0, 2nd	AFC South Division
   (Schedule and Results)
",Points For: 325 (20.3/g) 21st of 32,Points Against: 317 (19.8/g) 8th of 32,Expected W-L: 8.2-7.8,"SRS: -1.00 (19th of 32), 
  SOS: -1.50
"
was,2011,"
  Record: 5-11-0, 4th	NFC East Division
   (Schedule and Results)
",Points For: 288 (18.0/g) 26th of 32,Points Against: 367 (22.9/g) 21st of 32,Expected W-L: 5.8-10.2,"SRS: -4.12 (23rd of 32), 
  SOS: .82
"
crd,2012,"
  Record: 5-11-0, 4th	NFC West Division
   (Schedule and Results)
",Points For: 250 (15.6/g) 31st of 32,Points Against: 357 (22.3/g) 17th of 32,Expected W-L: 4.8-11.2,"SRS: -3.19 (23rd of 32), 
  SOS: 3.50
"
atl,2012,"
  Record: 13-3-0, 1st	NFC South Division
   (Schedule and Results)
",Points For: 419 (26.2/g) 7th of 32,Points Against: 299 (18.7/g) 5th of 32,Expected W-L: 11.0-5.0,"SRS: 6.44 (7th of 32), 
  SOS: -1.06
"
rav,2012,"
  Record: 10-6-0, 1st	AFC North Division
   (Schedule and Results)
",Points For: 398 (24.9/g) 10th of 32,Points Against: 344 (21.5/g) 12th of 32,Expected W-L: 9.4-6.6,"SRS: 2.91 (12th of 32), 
  SOS: -0.47
"
buf,2012,"
  Record: 6-10-0, 3rd	AFC East Division
   (Schedule and Results)
",Points For: 344 (21.5/g) 21st of 32,Points Against: 435 (27.2/g) 26th of 32,Expected W-L: 5.8-10.2,"SRS: -6.65 (27th of 32), 
  SOS: -0.96
"
car,2012,"
  Record: 7-9-0, 2nd	NFC South Division
   (Schedule and Results)
",Points For: 357 (22.3/g) 18th of 32,Points Against: 363 (22.7/g) 18th of 32,Expected W-L: 7.8-8.2,"SRS: .81 (15th of 32), 
  SOS: 1.18
"
chi,2012,"
  Record: 10-6-0, 2nd	NFC North Division
   (Schedule and Results)
",Points For: 375 (23.4/g) 16th of 32,Points Against: 277 (17.3/g) 3rd of 32,Expected W-L: 10.8-5.2,"SRS: 6.95 (6th of 32), 
  SOS: .82
"
cin,2012,"
  Record: 10-6-0, 1st	AFC North Division
   (Schedule and Results)
",Points For: 391 (24.4/g) 12th of 32,Points Against: 320 (20.0/g) 8th of 32,Expected W-L: 9.9-6.1,"SRS: 2.08 (13th of 32), 
  SOS: -2.35
"
cle,2012,"
  Record: 5-11-0, 4th	AFC North Division
   (Schedule and Results)
",Points For: 302 (18.9/g) 24th of 32,Points Against: 368 (23.0/g) 19th of 32,Expected W-L: 6.2-9.8,"SRS: -5.29 (25th of 32), 
  SOS: -1.17
"
dal,2012,"
  Record: 8-8-0, 3rd	NFC East Division
   (Schedule and Results)
",Points For: 376 (23.5/g) 15th of 32,Points Against: 400 (25.0/g) 24th of 32,Expected W-L: 7.4-8.6,"SRS: .28 (17th of 32), 
  SOS: 1.78
"
den,2012,"
  Record: 13-3-0, 1st	AFC West Division
   (Schedule and Results)
",Points For: 481 (30.1/g) 2nd of 32,Points Against: 289 (18.1/g) 4th of 32,Expected W-L: 12.3-3.7,"SRS: 10.10 (4th of 32), 
  SOS: -1.90
"
det,2012,"
  Record: 4-12-0, 4th	NFC North Division
   (Schedule and Results)
",Points For: 372 (23.3/g) 17th of 32,Points Against: 437 (27.3/g) 27th of 32,Expected W-L: 6.5-9.5,"SRS: -2.31 (20th of 32), 
  SOS: 1.76
"
gnb,2012,"
  Record: 11-5-0, 1st	NFC North Division
   (Schedule and Results)
",Points For: 433 (27.1/g) 5th of 32,Points Against: 336 (21.0/g) 11th of 32,Expected W-L: 10.3-5.7,"SRS: 7.26 (5th of 32), 
  SOS: 1.19
"
htx,2012,"
  Record: 12-4-0, 1st	AFC South Division
   (Schedule and Results)
",Points For: 416 (26.0/g) 8th of 32,Points Against: 331 (20.7/g) 9th of 32,Expected W-L: 10.1-5.9,"SRS: 3.47 (9th of 32), 
  SOS: -1.84
"
clt,2012,"
  Record: 11-5-0, 2nd	AFC South Division
   (Schedule and Results)
",Points For: 357 (22.3/g) 18th of 32,Points Against: 387 (24.2/g) 21st of 32,Expected W-L: 7.2-8.8,"SRS: -4.71 (24th of 32), 
  SOS: -2.84
"
jax,2012,"
  Record: 2-14-0, 4th	AFC South Division
   (Schedule and Results)
",Points For: 255 (15.9/g) 30th of 32,Points Against: 444 (27.8/g) 29th of 32,Expected W-L: 3.4-12.6,"SRS: -12.96 (31st of 32), 
  SOS: -1.15
"
kan,2012,"
  Record: 2-14-0, 4th	AFC West Division
   (Schedule and Results)
",Points For: 211 (13.2/g) 32nd of 32,Points Against: 425 (26.6/g) 25th of 32,Expected W-L: 2.6-13.4,"SRS: -13.99 (32nd of 32), 
  SOS: -0.61
"
ram,2012,"
  Record: 7-8-1, 3rd	NFC West Division
   (Schedule and Results)
",Points For: 299 (18.7/g) 25th of 32,Points Against: 348 (21.8/g) 14th of 32,Expected W-L: 6.6-9.4,"SRS: .36 (16th of 32), 
  SOS: 3.42
"
mia,2012,"
  Record: 7-9-0, 2nd	AFC East Division
   (Schedule and Results)
",Points For: 288 (18.0/g) 27th of 32,Points Against: 317 (19.8/g) 7th of 32,Expected W-L: 7.1-8.9,"SRS: -2.62 (22nd of 32), 
  SOS: -0.81
"
min,2012,"
  Record: 10-6-0, 2nd	NFC North Division
   (Schedule and Results)
",Points For: 379 (23.7/g) 14th of 32,Points Against: 348 (21.8/g) 14th of 32,Expected W-L: 8.8-7.2,"SRS: 3.35 (11th of 32), 
  SOS: 1.42
"
nwe,2012,"
  Record: 12-4-0, 1st	AFC East Division
   (Schedule and Results)
",Points For: 557 (34.8/g) 1st of 32,Points Against: 331 (20.7/g) 9th of 32,Expected W-L: 12.4-3.6,"SRS: 12.75 (1st of 32), 
  SOS: -1.37
"
nor,2012,"
  Record: 7-9-0, 2nd	NFC South Division
   (Schedule and Results)
",Points For: 461 (28.8/g) 3rd of 32,Points Against: 454 (28.4/g) 31st of 32,Expected W-L: 8.1-7.9,"SRS: 1.44 (14th of 32), 
  SOS: 1.00
"
nyg,2012,"
  Record: 9-7-0, 2nd	NFC East Division
   (Schedule and Results)
",Points For: 429 (26.8/g) 6th of 32,Points Against: 344 (21.5/g) 12th of 32,Expected W-L: 10.0-6.0,"SRS: 6.24 (8th of 32), 
  SOS: .93
"
nyj,2012,"
  Record: 6-10-0, 3rd	AFC East Division
   (Schedule and Results)
",Points For: 281 (17.6/g) 28th of 32,Points Against: 375 (23.4/g) 20th of 32,Expected W-L: 5.4-10.6,"SRS: -5.91 (26th of 32), 
  SOS: -0.04
"
rai,2012,"
  Record: 4-12-0, 3rd	AFC West Division
   (Schedule and Results)
",Points For: 290 (18.1/g) 26th of 32,Points Against: 443 (27.7/g) 28th of 32,Expected W-L: 4.3-11.7,"SRS: -10.83 (30th of 32), 
  SOS: -1.27
"
phi,2012,"
  Record: 4-12-0, 4th	NFC East Division
   (Schedule and Results)
",Points For: 280 (17.5/g) 29th of 32,Points Against: 444 (27.8/g) 29th of 32,Expected W-L: 4.0-12.0,"SRS: -8.87 (28th of 32), 
  SOS: 1.38
"
pit,2012,"
  Record: 8-8-0, 3rd	AFC North Division
   (Schedule and Results)
",Points For: 336 (21.0/g) 22nd of 32,Points Against: 314 (19.6/g) 6th of 32,Expected W-L: 8.6-7.4,"SRS: -0.65 (19th of 32), 
  SOS: -2.03
"
sdg,2012,"
  Record: 7-9-0, 2nd	AFC West Division
   (Schedule and Results)
",Points For: 350 (21.9/g) 20th of 32,Points Against: 350 (21.9/g) 16th of 32,Expected W-L: 8.0-8.0,"SRS: -2.35 (21st of 32), 
  SOS: -2.35
"
sfo,2012,"
  Record: 11-4-1, 1st	NFC West Division
   (Schedule and Results)
",Points For: 397 (24.8/g) 11th of 32,Points Against: 273 (17.1/g) 2nd of 32,Expected W-L: 11.3-4.7,"SRS: 10.21 (3rd of 32), 
  SOS: 2.46
"
sea,2012,"
  Record: 11-5-0, 2nd	NFC West Division
   (Schedule and Results)
",Points For: 412 (25.8/g) 9th of 32,Points Against: 245 (15.3/g) 1st of 32,Expected W-L: 12.4-3.6,"SRS: 12.23 (2nd of 32), 
  SOS: 1.79
"
tam,2012,"
  Record: 7-9-0, 2nd	NFC South Division
   (Schedule and Results)
",Points For: 389 (24.3/g) 13th of 32,Points Against: 394 (24.6/g) 23rd of 32,Expected W-L: 7.9-8.1,"SRS: .01 (18th of 32), 
  SOS: .32
"
oti,2012,"
  Record: 6-10-0, 3rd	AFC South Division
   (Schedule and Results)
",Points For: 330 (20.6/g) 23rd of 32,Points Against: 471 (29.4/g) 32nd of 32,Expected W-L: 4.8-11.2,"SRS: -9.97 (29th of 32), 
  SOS: -1.16
"
was,2012,"
  Record: 10-6-0, 1st	NFC East Division
   (Schedule and Results)
",Points For: 436 (27.3/g) 4th of 32,Points Against: 388 (24.3/g) 22nd of 32,Expected W-L: 9.1-6.9,"SRS: 3.42 (10th of 32), 
  SOS: .42
"
crd,2013,"
  Record: 10-6-0, 3rd	NFC West Division
   (Schedule and Results)
",Points For: 379 (23.7/g) 16th of 32,Points Against: 324 (20.3/g) 7th of 32,Expected W-L: 9.5-6.5,"SRS: 6.45 (6th of 32), 
  SOS: 3.01
"
atl,2013,"
  Record: 4-12-0, 3rd	NFC South Division
   (Schedule and Results)
",Points For: 353 (22.1/g) 20th of 32,Points Against: 443 (27.7/g) 27th of 32,Expected W-L: 5.9-10.1,"SRS: -2.76 (20th of 32), 
  SOS: 2.86
"
rav,2013,"
  Record: 8-8-0, 2nd	AFC North Division
   (Schedule and Results)
",Points For: 320 (20.0/g) 25th of 32,Points Against: 352 (22.0/g) 12th of 32,Expected W-L: 7.1-8.9,"SRS: -3.53 (23rd of 32), 
  SOS: -1.53
"
buf,2013,"
  Record: 6-10-0, 4th	AFC East Division
   (Schedule and Results)
",Points For: 339 (21.2/g) 22nd of 32,Points Against: 388 (24.3/g) 20th of 32,Expected W-L: 6.7-9.3,"SRS: -3.21 (22nd of 32), 
  SOS: -0.15
"
car,2013,"
  Record: 12-4-0, 1st	NFC South Division
   (Schedule and Results)
",Points For: 366 (22.9/g) 18th of 32,Points Against: 241 (15.1/g) 2nd of 32,Expected W-L: 11.7-4.3,"SRS: 9.20 (4th of 32), 
  SOS: 1.39
"
chi,2013,"
  Record: 8-8-0, 2nd	NFC North Division
   (Schedule and Results)
",Points For: 445 (27.8/g) 2nd of 32,Points Against: 478 (29.9/g) 30th of 32,Expected W-L: 7.3-8.7,"SRS: -4.13 (24th of 32), 
  SOS: -2.07
"
cin,2013,"
  Record: 11-5-0, 1st	AFC North Division
   (Schedule and Results)
",Points For: 430 (26.9/g) 6th of 32,Points Against: 305 (19.1/g) 5th of 32,Expected W-L: 11.1-4.9,"SRS: 5.35 (9th of 32), 
  SOS: -2.46
"
cle,2013,"
  Record: 4-12-0, 4th	AFC North Division
   (Schedule and Results)
",Points For: 308 (19.3/g) 27th of 32,Points Against: 406 (25.4/g) 23rd of 32,Expected W-L: 5.5-10.5,"SRS: -7.69 (29th of 32), 
  SOS: -1.56
"
dal,2013,"
  Record: 8-8-0, 2nd	NFC East Division
   (Schedule and Results)
",Points For: 439 (27.4/g) 5th of 32,Points Against: 432 (27.0/g) 26th of 32,Expected W-L: 8.2-7.8,"SRS: -0.69 (14th of 32), 
  SOS: -1.13
"
den,2013,"
  Record: 13-3-0, 1st	AFC West Division
   (Schedule and Results)
",Points For: 606 (37.9/g) 1st of 32,Points Against: 399 (24.9/g) 22nd of 32,Expected W-L: 11.7-4.3,"SRS: 11.37 (2nd of 32), 
  SOS: -1.57
"
det,2013,"
  Record: 7-9-0, 3rd	NFC North Division
   (Schedule and Results)
",Points For: 395 (24.7/g) 13th of 32,Points Against: 376 (23.5/g) 15th of 32,Expected W-L: 8.5-7.5,"SRS: -1.64 (17th of 32), 
  SOS: -2.83
"
gnb,2013,"
  Record: 8-7-1, 1st	NFC North Division
   (Schedule and Results)
",Points For: 417 (26.1/g) 8th of 32,Points Against: 428 (26.8/g) 24th of 32,Expected W-L: 7.8-8.2,"SRS: -3.11 (21st of 32), 
  SOS: -2.42
"
htx,2013,"
  Record: 2-14-0, 4th	AFC South Division
   (Schedule and Results)
",Points For: 276 (17.3/g) 31st of 32,Points Against: 428 (26.8/g) 24th of 32,Expected W-L: 4.2-11.8,"SRS: -7.58 (28th of 32), 
  SOS: 1.92
"
clt,2013,"
  Record: 11-5-0, 1st	AFC South Division
   (Schedule and Results)
",Points For: 391 (24.4/g) 14th of 32,Points Against: 336 (21.0/g) 9th of 32,Expected W-L: 9.4-6.6,"SRS: 4.04 (10th of 32), 
  SOS: .60
"
jax,2013,"
  Record: 4-12-0, 3rd	AFC South Division
   (Schedule and Results)
",Points For: 247 (15.4/g) 32nd of 32,Points Against: 449 (28.1/g) 28th of 32,Expected W-L: 3.1-12.9,"SRS: -11.10 (32nd of 32), 
  SOS: 1.53
"
kan,2013,"
  Record: 11-5-0, 2nd	AFC West Division
   (Schedule and Results)
",Points For: 430 (26.9/g) 6th of 32,Points Against: 305 (19.1/g) 5th of 32,Expected W-L: 11.1-4.9,"SRS: 6.08 (7th of 32), 
  SOS: -1.73
"
ram,2013,"
  Record: 7-9-0, 4th	NFC West Division
   (Schedule and Results)
",Points For: 348 (21.8/g) 21st of 32,Points Against: 364 (22.8/g) 13th of 32,Expected W-L: 7.6-8.4,"SRS: 2.22 (12th of 32), 
  SOS: 3.22
"
mia,2013,"
  Record: 8-8-0, 2nd	AFC East Division
   (Schedule and Results)
",Points For: 317 (19.8/g) 26th of 32,Points Against: 335 (20.9/g) 8th of 32,Expected W-L: 7.5-8.5,"SRS: -0.84 (16th of 32), 
  SOS: .29
"
min,2013,"
  Record: 5-10-1, 4th	NFC North Division
   (Schedule and Results)
",Points For: 391 (24.4/g) 14th of 32,Points Against: 480 (30.0/g) 32nd of 32,Expected W-L: 6.1-9.9,"SRS: -6.62 (27th of 32), 
  SOS: -1.05
"
nwe,2013,"
  Record: 12-4-0, 1st	AFC East Division
   (Schedule and Results)
",Points For: 444 (27.8/g) 3rd of 32,Points Against: 338 (21.1/g) 10th of 32,Expected W-L: 10.5-5.5,"SRS: 5.89 (8th of 32), 
  SOS: -0.74
"
nor,2013,"
  Record: 11-5-0, 2nd	NFC South Division
   (Schedule and Results)
",Points For: 414 (25.9/g) 10th of 32,Points Against: 304 (19.0/g) 4th of 32,Expected W-L: 10.8-5.2,"SRS: 8.77 (5th of 32), 
  SOS: 1.89
"
nyg,2013,"
  Record: 7-9-0, 3rd	NFC East Division
   (Schedule and Results)
",Points For: 294 (18.4/g) 28th of 32,Points Against: 383 (23.9/g) 18th of 32,Expected W-L: 5.6-10.4,"SRS: -5.40 (25th of 32), 
  SOS: .16
"
nyj,2013,"
  Record: 8-8-0, 2nd	AFC East Division
   (Schedule and Results)
",Points For: 290 (18.1/g) 29th of 32,Points Against: 387 (24.2/g) 19th of 32,Expected W-L: 5.4-10.6,"SRS: -6.09 (26th of 32), 
  SOS: -0.02
"
rai,2013,"
  Record: 4-12-0, 4th	AFC West Division
   (Schedule and Results)
",Points For: 322 (20.1/g) 24th of 32,Points Against: 453 (28.3/g) 29th of 32,Expected W-L: 4.9-11.1,"SRS: -7.99 (30th of 32), 
  SOS: .20
"
phi,2013,"
  Record: 10-6-0, 1st	NFC East Division
   (Schedule and Results)
",Points For: 442 (27.6/g) 4th of 32,Points Against: 382 (23.9/g) 17th of 32,Expected W-L: 9.4-6.6,"SRS: 1.85 (13th of 32), 
  SOS: -1.90
"
pit,2013,"
  Record: 8-8-0, 2nd	AFC North Division
   (Schedule and Results)
",Points For: 379 (23.7/g) 16th of 32,Points Against: 370 (23.1/g) 14th of 32,Expected W-L: 8.2-7.8,"SRS: -1.95 (18th of 32), 
  SOS: -2.52
"
sdg,2013,"
  Record: 9-7-0, 3rd	AFC West Division
   (Schedule and Results)
",Points For: 396 (24.8/g) 12th of 32,Points Against: 348 (21.8/g) 11th of 32,Expected W-L: 9.2-6.8,"SRS: 2.66 (11th of 32), 
  SOS: -0.34
"
sfo,2013,"
  Record: 12-4-0, 2nd	NFC West Division
   (Schedule and Results)
",Points For: 406 (25.4/g) 11th of 32,Points Against: 272 (17.0/g) 3rd of 32,Expected W-L: 11.5-4.5,"SRS: 10.13 (3rd of 32), 
  SOS: 1.76
"
sea,2013,"
  Record: 13-3-0, 1st	NFC West Division
   (Schedule and Results)
",Points For: 417 (26.1/g) 8th of 32,Points Against: 231 (14.4/g) 1st of 32,Expected W-L: 12.8-3.2,"SRS: 13.04 (1st of 32), 
  SOS: 1.42
"
tam,2013,"
  Record: 4-12-0, 3rd	NFC South Division
   (Schedule and Results)
",Points For: 288 (18.0/g) 30th of 32,Points Against: 389 (24.3/g) 21st of 32,Expected W-L: 5.3-10.7,"SRS: -2.67 (19th of 32), 
  SOS: 3.64
"
oti,2013,"
  Record: 7-9-0, 2nd	AFC South Division
   (Schedule and Results)
",Points For: 362 (22.6/g) 19th of 32,Points Against: 381 (23.8/g) 16th of 32,Expected W-L: 7.5-8.5,"SRS: -0.77 (15th of 32), 
  SOS: .41
"
was,2013,"
  Record: 3-13-0, 4th	NFC East Division
   (Schedule and Results)
",Points For: 334 (20.9/g) 23rd of 32,Points Against: 478 (29.9/g) 30th of 32,Expected W-L: 4.8-11.2,"SRS: -9.28 (31st of 32), 
  SOS: -0.28
"
crd,2014,"
  Record: 11-5-0, 2nd	NFC West Division
   (Schedule and Results)
",Points For: 310 (19.4/g) 24th of 32,Points Against: 299 (18.7/g) 5th of 32,Expected W-L: 8.3-7.7,"SRS: 1.98 (14th of 32), 
  SOS: 1.29
"
atl,2014,"
  Record: 6-10-0, 3rd	NFC South Division
   (Schedule and Results)
",Points For: 381 (23.8/g) 12th of 32,Points Against: 417 (26.1/g) 27th of 32,Expected W-L: 7.1-8.9,"SRS: -3.85 (24th of 32), 
  SOS: -1.60
"
rav,2014,"
  Record: 10-6-0, 3rd	AFC North Division
   (Schedule and Results)
",Points For: 409 (25.6/g) 8th of 32,Points Against: 302 (18.9/g) 6th of 32,Expected W-L: 10.8-5.2,"SRS: 4.61 (8th of 32), 
  SOS: -2.08
"
buf,2014,"
  Record: 9-7-0, 2nd	AFC East Division
   (Schedule and Results)
",Points For: 343 (21.4/g) 18th of 32,Points Against: 289 (18.1/g) 4th of 32,Expected W-L: 9.6-6.4,"SRS: 4.93 (7th of 32), 
  SOS: 1.55
"
car,2014,"
  Record: 7-8-1, 1st	NFC South Division
   (Schedule and Results)
",Points For: 339 (21.2/g) 19th of 32,Points Against: 374 (23.4/g) 21st of 32,Expected W-L: 7.1-8.9,"SRS: -3.06 (23rd of 32), 
  SOS: -0.87
"
chi,2014,"
  Record: 5-11-0, 4th	NFC North Division
   (Schedule and Results)
",Points For: 319 (19.9/g) 23rd of 32,Points Against: 442 (27.6/g) 31st of 32,Expected W-L: 5.1-10.9,"SRS: -6.71 (27th of 32), 
  SOS: .98
"
cin,2014,"
  Record: 10-5-1, 2nd	AFC North Division
   (Schedule and Results)
",Points For: 365 (22.8/g) 15th of 32,Points Against: 344 (21.5/g) 12th of 32,Expected W-L: 8.6-7.4,"SRS: .73 (17th of 32), 
  SOS: -0.58
"
cle,2014,"
  Record: 7-9-0, 4th	AFC North Division
   (Schedule and Results)
",Points For: 299 (18.7/g) 27th of 32,Points Against: 337 (21.1/g) 9th of 32,Expected W-L: 6.9-9.1,"SRS: -3.92 (25th of 32), 
  SOS: -1.54
"
dal,2014,"
  Record: 12-4-0, 1st	NFC East Division
   (Schedule and Results)
",Points For: 467 (29.2/g) 5th of 32,Points Against: 352 (22.0/g) 15th of 32,Expected W-L: 10.6-5.4,"SRS: 5.37 (6th of 32), 
  SOS: -1.81
"
den,2014,"
  Record: 12-4-0, 1st	AFC West Division
   (Schedule and Results)
",Points For: 482 (30.1/g) 2nd of 32,Points Against: 354 (22.1/g) 16th of 32,Expected W-L: 10.8-5.2,"SRS: 9.58 (2nd of 32), 
  SOS: 1.58
"
det,2014,"
  Record: 11-5-0, 2nd	NFC North Division
   (Schedule and Results)
",Points For: 321 (20.1/g) 22nd of 32,Points Against: 282 (17.6/g) 3rd of 32,Expected W-L: 9.2-6.8,"SRS: 2.06 (13th of 32), 
  SOS: -0.38
"
gnb,2014,"
  Record: 12-4-0, 1st	NFC North Division
   (Schedule and Results)
",Points For: 486 (30.4/g) 1st of 32,Points Against: 348 (21.8/g) 13th of 32,Expected W-L: 11.0-5.0,"SRS: 8.29 (4th of 32), 
  SOS: -0.34
"
htx,2014,"
  Record: 9-7-0, 2nd	AFC South Division
   (Schedule and Results)
",Points For: 372 (23.3/g) 14th of 32,Points Against: 307 (19.2/g) 7th of 32,Expected W-L: 9.8-6.2,"SRS: 1.73 (16th of 32), 
  SOS: -2.33
"
clt,2014,"
  Record: 11-5-0, 1st	AFC South Division
   (Schedule and Results)
",Points For: 458 (28.6/g) 6th of 32,Points Against: 369 (23.1/g) 19th of 32,Expected W-L: 10.0-6.0,"SRS: 4.43 (9th of 32), 
  SOS: -1.13
"
jax,2014,"
  Record: 3-13-0, 3rd	AFC South Division
   (Schedule and Results)
",Points For: 249 (15.6/g) 32nd of 32,Points Against: 412 (25.8/g) 26th of 32,Expected W-L: 3.7-12.3,"SRS: -10.46 (31st of 32), 
  SOS: -0.28
"
kan,2014,"
  Record: 9-7-0, 2nd	AFC West Division
   (Schedule and Results)
",Points For: 353 (22.1/g) 16th of 32,Points Against: 281 (17.6/g) 2nd of 32,Expected W-L: 10.1-5.9,"SRS: 5.65 (5th of 32), 
  SOS: 1.15
"
ram,2014,"
  Record: 6-10-0, 4th	NFC West Division
   (Schedule and Results)
",Points For: 324 (20.3/g) 21st of 32,Points Against: 354 (22.1/g) 16th of 32,Expected W-L: 7.2-8.8,"SRS: -0.83 (18th of 32), 
  SOS: 1.04
"
mia,2014,"
  Record: 8-8-0, 3rd	AFC East Division
   (Schedule and Results)
",Points For: 388 (24.3/g) 11th of 32,Points Against: 373 (23.3/g) 20th of 32,Expected W-L: 8.4-7.6,"SRS: 2.56 (11th of 32), 
  SOS: 1.62
"
min,2014,"
  Record: 7-9-0, 3rd	NFC North Division
   (Schedule and Results)
",Points For: 325 (20.3/g) 20th of 32,Points Against: 343 (21.4/g) 11th of 32,Expected W-L: 7.5-8.5,"SRS: -1.66 (20th of 32), 
  SOS: -0.53
"
nwe,2014,"
  Record: 12-4-0, 1st	AFC East Division
   (Schedule and Results)
",Points For: 468 (29.3/g) 4th of 32,Points Against: 313 (19.6/g) 8th of 32,Expected W-L: 11.5-4.5,"SRS: 10.94 (1st of 32), 
  SOS: 1.26
"
nor,2014,"
  Record: 7-9-0, 2nd	NFC South Division
   (Schedule and Results)
",Points For: 401 (25.1/g) 9th of 32,Points Against: 424 (26.5/g) 28th of 32,Expected W-L: 7.5-8.5,"SRS: -2.89 (22nd of 32), 
  SOS: -1.46
"
nyg,2014,"
  Record: 6-10-0, 3rd	NFC East Division
   (Schedule and Results)
",Points For: 380 (23.8/g) 13th of 32,Points Against: 400 (25.0/g) 22nd of 32,Expected W-L: 7.5-8.5,"SRS: -1.69 (21st of 32), 
  SOS: -0.44
"
nyj,2014,"
  Record: 4-12-0, 4th	AFC East Division
   (Schedule and Results)
",Points For: 283 (17.7/g) 28th of 32,Points Against: 401 (25.1/g) 24th of 32,Expected W-L: 4.9-11.1,"SRS: -5.04 (26th of 32), 
  SOS: 2.33
"
rai,2014,"
  Record: 3-13-0, 4th	AFC West Division
   (Schedule and Results)
",Points For: 253 (15.8/g) 31st of 32,Points Against: 452 (28.3/g) 32nd of 32,Expected W-L: 3.2-12.8,"SRS: -8.99 (29th of 32), 
  SOS: 3.44
"
phi,2014,"
  Record: 10-6-0, 2nd	NFC East Division
   (Schedule and Results)
",Points For: 474 (29.6/g) 3rd of 32,Points Against: 400 (25.0/g) 22nd of 32,Expected W-L: 9.6-6.4,"SRS: 3.92 (10th of 32), 
  SOS: -0.70
"
pit,2014,"
  Record: 11-5-0, 1st	AFC North Division
   (Schedule and Results)
",Points For: 436 (27.3/g) 7th of 32,Points Against: 368 (23.0/g) 18th of 32,Expected W-L: 9.6-6.4,"SRS: 2.23 (12th of 32), 
  SOS: -2.02
"
sdg,2014,"
  Record: 9-7-0, 2nd	AFC West Division
   (Schedule and Results)
",Points For: 348 (21.8/g) 17th of 32,Points Against: 348 (21.8/g) 13th of 32,Expected W-L: 8.0-8.0,"SRS: 1.86 (15th of 32), 
  SOS: 1.86
"
sfo,2014,"
  Record: 8-8-0, 3rd	NFC West Division
   (Schedule and Results)
",Points For: 306 (19.1/g) 25th of 32,Points Against: 340 (21.3/g) 10th of 32,Expected W-L: 7.0-9.0,"SRS: -0.95 (19th of 32), 
  SOS: 1.17
"
sea,2014,"
  Record: 12-4-0, 1st	NFC West Division
   (Schedule and Results)
",Points For: 394 (24.6/g) 10th of 32,Points Against: 254 (15.9/g) 1st of 32,Expected W-L: 11.8-4.2,"SRS: 9.54 (3rd of 32), 
  SOS: .79
"
tam,2014,"
  Record: 2-14-0, 4th	NFC South Division
   (Schedule and Results)
",Points For: 277 (17.3/g) 29th of 32,Points Against: 410 (25.6/g) 25th of 32,Expected W-L: 4.5-11.5,"SRS: -9.78 (30th of 32), 
  SOS: -1.47
"
oti,2014,"
  Record: 2-14-0, 4th	AFC South Division
   (Schedule and Results)
",Points For: 254 (15.9/g) 30th of 32,Points Against: 438 (27.4/g) 29th of 32,Expected W-L: 3.4-12.6,"SRS: -11.84 (32nd of 32), 
  SOS: -0.34
"
was,2014,"
  Record: 4-12-0, 4th	NFC East Division
   (Schedule and Results)
",Points For: 301 (18.8/g) 26th of 32,Points Against: 438 (27.4/g) 29th of 32,Expected W-L: 4.7-11.3,"SRS: -8.73 (28th of 32), 
  SOS: -0.17
"
crd,2015,"
  Record: 13-3-0, 1st	NFC West Division
   (Schedule and Results)
",Points For: 489 (30.6/g) 2nd of 32,Points Against: 313 (19.6/g) 7th of 32,Expected W-L: 11.9-4.1,"SRS: 12.31 (1st of 32), 
  SOS: 1.31
"
atl,2015,"
  Record: 8-8-0, 2nd	NFC South Division
   (Schedule and Results)
",Points For: 339 (21.2/g) 21st of 32,Points Against: 345 (21.6/g) 14th of 32,Expected W-L: 7.8-8.2,"SRS: -3.78 (22nd of 32), 
  SOS: -3.41
"
rav,2015,"
  Record: 5-11-0, 3rd	AFC North Division
   (Schedule and Results)
",Points For: 328 (20.5/g) 25th of 32,Points Against: 401 (25.1/g) 24th of 32,Expected W-L: 6.1-9.9,"SRS: -1.94 (19th of 32), 
  SOS: 2.62
"
buf,2015,"
  Record: 8-8-0, 3rd	AFC East Division
   (Schedule and Results)
",Points For: 379 (23.7/g) 12th of 32,Points Against: 359 (22.4/g) 15th of 32,Expected W-L: 8.5-7.5,"SRS: .03 (12th of 32), 
  SOS: -1.22
"
